Antalyaspor,0.8181818181818182,49.54545454545455,9.0,2.8181818181818183,3.4545454545454546,2.727272727272727,15.272727272727273,3.090909090909091,1.7272727272727273,20.363636363636363,2.5454545454545454,11.818181818181818,0.09090909090909091,2.0,464.72727272727275,373.90909090909093,18.454545454545453,93.63636363636364,53.54545454545455
Ankaragucu,1.0909090909090908,50.45454545454545,11.0,3.727272727272727,4.636363636363637,2.6363636363636362,14.727272727272727,4.636363636363637,2.272727272727273,19.818181818181817,4.363636363636363,13.090909090909092,0.0,2.272727272727273,438.27272727272725,350.27272727272725,17.181818181818183,93.63636363636364,60.81818181818182
Giresunspor,0.8461538461538461,39.0,9.538461538461538,3.8461538461538463,3.230769230769231,2.4615384615384617,14.538461538461538,2.923076923076923,2.6153846153846154,17.923076923076923,3.0,12.153846153846153,0.15384615384615385,2.6153846153846154,345.0769230769231,262.0,16.846153846153847,83.0,52.07692307692308
Fenerbahçe,2.090909090909091,59.0,15.818181818181818,4.818181818181818,6.454545454545454,4.545454545454546,20.181818181818183,5.636363636363637,1.9090909090909092,22.818181818181817,2.3636363636363638,14.454545454545455,0.18181818181818182,2.090909090909091,491.27272727272725,400.90909090909093,14.636363636363637,107.63636363636364,74.9090909090909
Umraniyespor,1.5454545454545454,44.81818181818182,11.454545454545455,4.454545454545454,4.7272727272727275,2.272727272727273,13.545454545454545,4.0,1.6363636363636365,22.181818181818183,5.0,12.545454545454545,0.09090909090909091,2.272727272727273,366.45454545454544,281.27272727272725,14.545454545454545,88.36363636363636,57.63636363636363
Sivasspor,1.4166666666666667,42.25,11.25,4.583333333333333,4.583333333333333,2.0833333333333335,15.666666666666666,3.75,2.1666666666666665,20.916666666666668,4.25,12.833333333333334,0.0,2.0,370.9166666666667,286.0,18.25,88.75,49.75
Başakşehir,1.1818181818181819,56.18181818181818,11.636363636363637,3.909090909090909,4.0,3.727272727272727,14.636363636363637,5.636363636363637,2.090909090909091,19.90909090909091,2.3636363636363638,12.272727272727273,0.09090909090909091,2.1818181818181817,523.9090909090909,444.8181818181818,14.818181818181818,108.9090909090909,68.63636363636364
Adana Demirspor,1.6666666666666667,49.666666666666664,15.25,5.5,5.083333333333333,4.666666666666667,18.666666666666668,4.083333333333333,2.5833333333333335,18.833333333333332,4.25,12.25,0.25,2.0,444.0833333333333,369.5,14.583333333333334,78.91666666666667,58.5
Konyaspor,1.3636363636363635,46.81818181818182,12.545454545454545,4.454545454545454,4.818181818181818,3.272727272727273,15.727272727272727,3.4545454545454546,1.9090909090909092,18.727272727272727,2.727272727272727,12.727272727272727,0.2727272727272727,2.909090909090909,405.0,331.09090909090907,15.0,86.72727272727273,55.81818181818182
Kayserispor,1.5454545454545454,48.27272727272727,10.363636363636363,3.5454545454545454,3.727272727272727,3.090909090909091,16.818181818181817,4.2727272727272725,2.3636363636363638,18.181818181818183,3.909090909090909,14.636363636363637,0.09090909090909091,2.1818181818181817,432.8181818181818,351.0,16.818181818181817,92.63636363636364,59.0
Trabzonspor,1.3636363636363635,56.45454545454545,14.454545454545455,5.090909090909091,5.909090909090909,3.4545454545454546,14.0,5.2727272727272725,1.2727272727272727,23.727272727272727,2.4545454545454546,11.363636363636363,0.18181818181818182,2.5454545454545454,514.1818181818181,422.0,14.818181818181818,107.54545454545455,73.81818181818181
Kasimpasa,0.8,44.0,10.1,2.9,4.8,2.4,16.7,4.5,2.2,23.0,4.2,16.3,0.0,3.7,360.2,268.2,16.4,90.0,59.2
Alanyaspor,1.0909090909090908,59.0,10.909090909090908,4.0,4.636363636363637,2.272727272727273,15.0,5.7272727272727275,2.272727272727273,19.727272727272727,3.3636363636363638,14.090909090909092,0.0,2.1818181818181817,548.3636363636364,465.09090909090907,14.818181818181818,103.63636363636364,79.63636363636364
Gaziantep,1.1666666666666667,43.75,11.25,4.0,4.333333333333333,2.9166666666666665,13.666666666666666,4.833333333333333,1.8333333333333333,18.666666666666668,3.8333333333333335,12.0,0.08333333333333333,3.1666666666666665,383.0833333333333,297.75,16.416666666666668,87.0,53.916666666666664
Beşiktaş,1.5454545454545454,49.72727272727273,12.363636363636363,3.6363636363636362,5.636363636363637,3.090909090909091,16.181818181818183,5.2727272727272725,1.9090909090909092,19.545454545454547,1.5454545454545454,15.818181818181818,0.2727272727272727,2.1818181818181817,395.8181818181818,306.54545454545456,16.727272727272727,104.18181818181819,69.63636363636364
Karagumruk,1.9090909090909092,45.63636363636363,11.090909090909092,4.454545454545454,4.0,2.6363636363636362,17.818181818181817,3.1818181818181817,1.6363636363636365,20.272727272727273,2.8181818181818183,13.272727272727273,0.09090909090909091,2.5454545454545454,400.6363636363636,317.09090909090907,16.90909090909091,78.54545454545455,49.09090909090909
Istanbulspor,0.9166666666666666,42.666666666666664,10.25,3.25,4.75,2.25,14.25,3.0,2.0833333333333335,19.416666666666668,4.333333333333333,11.916666666666666,0.25,2.9166666666666665,391.8333333333333,295.5833333333333,20.5,88.91666666666667,47.75
Hatayspor,0.6363636363636364,47.81818181818182,9.090909090909092,2.3636363636363638,4.545454545454546,2.1818181818181817,11.363636363636363,3.1818181818181817,1.7272727272727273,18.363636363636363,4.7272727272727275,12.181818181818182,0.09090909090909091,2.272727272727273,413.54545454545456,331.6363636363636,13.727272727272727,87.0909090909091,51.72727272727273
Galatasaray,2.1818181818181817,55.36363636363637,18.09090909090909,7.090909090909091,6.2727272727272725,4.7272727272727275,16.818181818181817,6.636363636363637,2.1818181818181817,20.727272727272727,3.090909090909091,14.454545454545455,0.0,2.6363636363636362,437.3636363636364,346.54545454545456,18.545454545454547,101.27272727272727,72.45454545454545
